title,vegetarian,vegan,glutenFree,dairyFree,ingredients,sustainable,veryHealthy,lowFodmap,ketogenic,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Vitamin E/mg,Carbohydrates/g,Magnesium/mg,Cholesterol/mg,Zinc/mg,Sodium/mg,Copper/mg,Sugar/g,Fiber/g,Alcohol/g,Diabetes,High Protein,High Fat,Low Carbohydrate,Obesity,BP,Heart
Crispy Oven-Baked Tilapia with Lemon-Tomato Fettuccine,0,0,0,0,"butter,butter,canned tomatoes,capers,feta cheese,fresh basil,garlic cloves,lemons,panko,paprika,salt,spinach fettuccine,sweet onion,tilapia fillets",0,0,0,0,26.0,19.84,32.51,47.65,897.56,33.07,3.12,109.06,137.6,220.5,3.51,1911.47,0.73,11.44,8.63,0.0,0,0,0,0,1,1,1
"Speckled Trout with Crab-stuffed Piquillos, Edamame, and Truffle Vinaigrette",0,0,1,0,"butter,crab,edamame,fresh thyme,herbs,olive oil,rice vinegar,salt,shallot,tomato,trout fillets,truffle oil",0,0,0,0,50.0,30.7,62.67,6.63,628.51,43.87,3.82,10.44,106.58,137.68,3.59,664.42,0.82,3.01,4.88,0.0,1,1,1,1,0,1,1
Pecan-crusted Trout with Peach-Habanero Chile Sauce,0,0,0,0,"baking powder,black pepper,butter,eggs,flour,habanero chile,olive oil,pecan,salt,trout fillets",0,0,0,0,22.0,20.14,67.55,12.31,581.03,43.77,2.95,17.94,47.45,166.18,1.72,380.43,0.41,0.68,1.79,0.0,1,0,1,1,0,1,1
Natalie's Cajun-Seasoned Pan-Fried Tilapia,0,0,0,0,"butter,cajun seasoning,olive oil,parsley,self-rising flour,tilapia fillets,yellow cornmeal",0,0,0,0,12.0,34.58,40.03,25.39,293.31,13.12,1.85,18.72,54.73,64.22,1.07,85.65,0.15,0.41,2.26,0.0,0,1,0,0,1,1,1
Salmon with Andouille Sausage and Green Olives,0,0,1,0,"andouille sausage,green olives,olive oil,salmon fillets,salt and pepper,shallot,unsalted butter",0,0,0,0,27.0,30.32,68.63,1.05,528.33,39.8,2.65,1.38,56.53,132.42,1.71,655.45,0.47,0.54,0.48,0.0,1,1,1,1,0,1,1
Roasted Halibut with Green Olive Sauce,0,0,1,0,"bay leaf,clam juice,dry white wine,flat-leaf parsley,green olives,halibut fillets,heavy cream,lime juice,olive oil,salt,shallot,unsalted butter,white peppercorns",0,0,0,0,18.0,37.51,55.8,6.69,423.86,25.24,2.57,6.81,55.6,161.62,0.9,622.03,0.08,1.72,0.73,2.06,1,1,1,1,0,1,1
Glazed Salmon with Brussels Sprout Hash,0,0,1,0,"apple cider,bacon,brussels sprouts,onion,salmon steaks,salt and pepper,unsalted butter,yukon gold potatoes,applejack",0,1,0,0,74.0,43.32,40.17,16.51,464.15,20.47,0.6,18.92,94.78,135.76,2.01,388.13,0.81,7.72,3.65,0.0,1,1,0,1,1,1,1
Lemon Cream Roast Salmon With Whipped Parsnips,0,0,1,0,"black pepper,butter,heavy cream,lemon zest,parsnips,salmon fillet,salt,salt and pepper,sour cream",0,0,0,0,29.0,22.41,61.76,15.83,586.17,40.49,2.56,23.36,84.42,187.2,1.85,646.72,0.54,6.0,5.97,0.0,1,0,1,1,0,1,1
Crispy Baked Fish,0,0,0,0,"breadcrumbs,butter,carrot,dijon mustard,flour,lemon juice,milk,onion,parmesan,bell pepper,salt,sour cream,whitefish fillets",0,0,0,0,43.0,41.38,38.26,20.36,510.48,21.91,2.78,26.23,98.01,160.95,1.77,587.66,0.27,13.98,3.77,0.0,1,1,0,1,1,1,1
Pan-Seared Tarragon Trout,0,0,0,0,"black pepper,butter,dried tarragon,dry white wine,flour,garlic clove,lemon,salt,trout fillets",0,0,0,0,31.0,41.89,43.78,14.33,375.31,17.24,0.59,12.7,50.81,113.71,1.31,432.77,0.37,1.68,1.88,3.09,1,1,0,1,1,1,1
Pan-seared Halibut With Sautéed Baby Vegetables,1,0,1,0,"baby carrots,dry white wine,fennel bulb,pepper,salt,turnips,unsalted butter",0,0,0,0,8.0,9.06,24.96,65.98,122.36,3.23,0.0,19.19,35.59,7.63,0.69,759.24,0.23,8.58,6.04,2.06,0,0,0,0,1,1,1
"Red Snapper With Chick Peas, Fennel And White Wine",0,0,0,0,"butter,chick peas,chick peas,fennel,fennel bulbs,fish,fish fillets,ready to use piecrust,rice paper,salt and pepper,snapper,snapper,white wine,wine",0,0,0,0,31.0,58.65,30.08,11.27,556.19,16.46,3.6,13.88,129.25,158.06,1.54,622.59,0.16,0.67,2.13,6.96,1,1,0,1,1,1,1
Pistachio Crusted Salmon with Lemon Cream Sauce,0,0,0,0,"black pepper,butter,chicken broth,flour,garlic,ground pepper,heavy whipping cream,lemon juice,lemon zest,olive oil,pistachios,salmon fillets,salt",0,0,0,0,15.0,19.66,73.51,6.83,545.42,45.05,2.86,9.42,56.9,118.18,1.24,908.59,0.52,1.34,2.09,0.0,1,0,1,1,0,1,1
Broiled Tilapia With Parmesan,0,0,1,0,"dried basil,dried tarragon,farm raised catfish fillets,juice of lemon,low fat mayonnaise,onion powder,parmesan cheese,sea-salt,unsalted butter,yogurt",0,0,0,0,8.0,38.78,59.11,2.11,325.1,20.9,1.74,1.67,40.29,119.52,1.24,618.43,0.06,0.83,0.0,0.0,1,1,1,1,0,1,1
Black Cod with Chanterelle Ragout,0,0,0,0,"cod fillets,breadcrumbs,chanterelles,dry white wine,garlic cloves,lemon juice,lemon peel,olive oil,parmesan cheese,parsley,unsalted butter",0,0,0,0,37.0,53.0,38.54,8.46,442.28,18.06,3.45,8.92,111.32,145.18,2.05,223.3,0.37,1.31,3.19,1.37,1,1,0,1,1,1,1
Pan-fried Catfish,0,0,0,0,"canola oil,farm raised catfish filet,flour,fresh flat-leaf parsley,lemon juice,lemon wedges,lemon zest,pecans,sea-salt,unsalted butter",0,0,0,0,15.0,23.58,68.39,8.03,469.53,35.88,4.16,9.48,47.54,108.55,1.3,363.48,0.18,0.99,1.78,0.0,1,0,1,1,0,1,1
Hazelnut-Crusted Halibut with Roasted Asparagus,0,0,1,0,"asparagus,black pepper,butter,egg white,fresh thyme,garlic cloves,halibut fillets,hazelnuts,lemon wedges,olive oil,potatoes,salt",0,0,0,0,50.0,44.64,44.01,11.35,327.51,16.44,4.97,9.54,83.62,90.87,1.64,446.91,0.54,3.3,4.53,0.0,1,1,0,1,1,1,1
Olive Oil Poached Salmon with Chanterelles and Asparagus,0,0,1,0,"asparagus,chanterelles,chicken stock,garlic cloves,olive oil,olive oil,onion,salmon fillets,salt and pepper,thyme,unsalted butter",0,0,0,0,32.0,30.73,54.22,15.05,357.58,21.51,1.87,13.43,56.65,80.12,1.65,381.34,0.66,4.91,4.1,0.0,1,1,1,1,0,1,1
Hazelnut-Crusted Trout,0,0,1,0,"egg,fresh flat-leaf parsley,hazelnuts,lemon juice,trout filet,unsalted butter,vegetable oil",0,1,1,0,57.0,32.53,64.79,2.68,820.65,59.36,6.09,5.52,115.96,284.94,3.0,189.59,1.08,1.49,2.98,0.0,1,1,1,1,0,1,1
Grilled Swordfish With Fresh Vegetable Salsa,0,0,1,0,"butter,celery,fresh cilantro,garlic,green onions,lime juice,pepper,salt,serrano pepper,swordfish steaks,tomato,zucchini",0,0,0,0,18.0,36.9,58.27,4.83,252.4,16.21,2.79,3.02,42.15,97.42,0.91,321.39,0.08,1.59,0.89,0.0,1,1,1,1,0,1,1
Cornmeal-Fried Trout with Grapefruit and Fried Sage,0,0,1,0,"egg,red grapefruit,sage leaves,salt and pepper,trout fillets,unsalted butter,vegetable oil,water,yellow cornmeal",0,0,0,0,30.0,36.89,49.78,13.33,423.72,23.19,0.9,13.97,55.87,173.96,1.67,304.71,0.62,4.45,1.93,0.0,1,1,0,1,1,1,1
Sole with Tarragon-Butter Sauce,0,0,1,0,"black pepper,butter,dry white wine,fat-free less-sodium chicken broth,fresh chives,fresh tarragon,garlic,salt,shallots,sole",0,0,0,0,6.0,50.15,44.04,5.81,208.81,8.5,1.22,2.52,39.48,89.98,0.67,1016.08,0.06,0.6,0.0,4.64,1,1,0,1,1,1,1
Thyme-Crusted Buttery Halibut with Parsley Sauce,0,0,0,0,"halibut fillet,lemon juice,olive oil,parsley leaves,salt and pepper,shallot,thyme leaves,unsalted butter,wondra flour",0,0,0,0,32.0,36.91,54.36,8.73,359.09,21.6,3.26,7.81,50.32,98.4,0.82,319.39,0.08,0.42,1.08,0.0,1,1,1,1,0,1,1
Oven-braised Salmon In Lemon-tarragon Crème Fraîche,0,0,1,0,"butter,crème fraîche,dry vermouth,fresh dill,fresh tarragon,kosher salt,lemon juice,salmon fillets,shallot",0,0,0,0,21.0,30.62,65.45,3.93,483.69,33.53,0.6,4.54,58.11,153.54,1.36,416.25,0.44,2.32,0.0,2.85,1,1,1,1,0,1,1
Salmon With Noodles,0,0,0,0,"black pepper,butter,egg noodles,lemon juice,lemon zest,olive oil,poppy seeds,salmon fillet,salt",0,0,0,0,10.0,11.82,30.74,57.44,575.39,19.75,1.14,83.06,76.01,126.45,2.4,416.32,0.39,2.71,4.58,0.0,0,0,0,0,1,1,1
"Tilapia With Balsamic Butter Sauce, Thyme Mashed Potatoes, And",0,0,1,0,"balsamic vinegar,butter,butter,fresh thyme,garlic clove,olive oil,sugar snap peas,tilapia fillets,whipping cream,yukon gold potatoes",0,0,0,0,27.0,20.79,56.17,23.04,569.91,36.33,2.09,33.52,96.46,140.49,1.36,301.47,1.09,2.93,6.77,0.0,0,0,1,0,0,1,1
Pan-Sautéed Trout with Capers,0,0,1,0,"black pepper,butter,capers,dry white wine,fresh flat-leaf parsley,herbes de provence,lemon juice,lemon rind,salt,trout fillets",0,0,1,0,30.0,51.59,46.2,2.21,296.94,14.14,0.47,1.52,42.04,106.18,1.19,461.8,0.34,0.45,0.3,2.06,1,1,0,1,1,1,1
Cook the Book: Cornmeal-Crusted Pan-Fried Trout,1,0,0,0,"butter,canola oil,cornmeal,flour,fresh flat-leaf parsley,kosher salt,lemon wedges",0,0,0,0,1.0,3.96,67.37,28.67,235.54,17.81,2.59,17.06,18.42,7.53,0.53,220.12,0.05,0.29,1.68,0.0,0,0,1,0,0,1,1
"Halibut with Pepitas, Capers, Cherry Tomatoes, and Basil",0,0,1,0,"basil,black pepper,capers,cherry tomatoes,dry white wine,halibut fillets,kosher salt,lemon juice,olive oil,pepitas,unsalted butter",0,0,1,0,16.0,43.8,51.36,4.84,350.67,17.47,2.47,3.71,79.4,98.4,1.14,1367.97,0.15,1.32,0.64,6.18,1,1,1,1,0,1,1
"Floribbean"" Grouper with Red Pepper-Papaya Jam",0,0,0,0,"black pepper,butter,egg whites,flour,grouper fillets,jalapeno pepper,lime juice,panko,papaya,red bell pepper,red wine vinegar,roasted cashews,salt,salt,sugar,sweetened coconut,water",0,0,0,0,28.0,35.35,26.9,37.75,468.25,13.82,1.57,43.64,107.33,73.69,1.7,454.33,0.31,25.76,4.73,0.0,0,1,0,0,1,1,1
Seared Halibut With Lemon Caper Sauce,0,0,0,0,"butter,capers,dry white wine,flour,fresh parsley,garlic,halibut steaks,lemon zest",0,0,0,0,5.0,39.63,36.56,23.81,175.04,5.62,0.57,8.24,23.72,45.53,0.39,137.65,0.04,0.54,0.39,4.94,0,1,0,0,1,1,1
Cornmeal Crusted Cod with Pecans and Coconut,0,0,0,0,"butter,canola oil,cod filets,cornmeal,dill,egg,flour,grand marnier,hungarian paprika,milk,pecans,Salt & Pepper,stock,stock,total",0,0,0,0,20.0,24.71,58.89,16.4,597.17,39.16,4.12,24.54,97.51,146.6,2.32,475.82,0.34,2.97,3.67,0.54,1,0,1,1,0,1,1
Whole Baked Fish With Lemon Salt And Aioli,0,0,1,0,"butter,egg,fish,garlic,lemon rind,lemon wedges,sea-salt",0,0,0,0,1.0,8.59,88.75,2.66,238.58,23.87,0.98,1.61,6.21,193.38,0.56,3720.72,0.04,0.27,0.0,0.0,1,0,1,1,0,1,1
Cook the Book: Smoked Trout Chowder,0,0,0,0,"butter,carrot,celery,crackers,fresh chives,garlic,kosher salt,leeks,smoked trout,water,whole milk,yukon gold potatoes",0,0,0,0,26.0,23.7,36.89,39.41,373.4,15.4,1.23,37.03,79.4,85.93,1.55,528.88,0.53,12.98,3.92,0.0,0,0,0,0,1,1,1
Pan-roasted Swordfish Steaks With Mixed-peppercorn Butter,0,0,1,0,"butter,fresh parsley,garlic clove,lemon peel,olive oil,swordfish,whole black pepper",0,0,0,0,20.0,35.98,63.33,0.69,380.24,26.34,4.27,0.65,50.8,142.77,1.15,239.43,0.08,0.03,0.0,0.0,1,1,1,1,0,1,1
Red Snapper Gefilte Fish,0,0,0,0,"butter,egg yolks,fish stock,garlic,habanero chile,jalapenos,kosher salt,lemon zest,lime juice,matzo meal,orange juice,oregano,plum tomatoes,water,white onions,whole egg",0,0,0,0,8.0,17.01,57.07,25.92,495.19,31.32,2.8,32.0,30.07,199.58,1.47,3068.0,0.47,4.74,2.37,0.0,0,0,1,0,0,1,1
Halibut With Barbecue Tomato Sauce And Honey-mustard Polenta,0,0,1,0,"bacon,balsamic vinegar,brown sugar,butter,chicken broth,extra virgin olive oil,garlic,grape tomatoes,halibut steaks,honey mustard,lime peel,milk,onion,pepper sauce,quick cooking oats,salt and pepper,scallions,worcestershire sauce",0,0,0,0,35.0,28.54,44.05,27.41,582.15,28.27,3.6,39.58,122.91,111.6,2.14,1095.16,0.27,18.19,4.07,0.0,0,1,0,0,1,1,1
Manhattan-Style Fish Chowder,0,0,1,0,"bay leaf,black pepper,butter,canned tomatoes,carrot,celery,clam juice,dry white wine,garlic cloves,halibut fillets,onion,red potato,salt,thyme,tomato paste,water",0,0,0,0,36.0,39.74,17.86,42.4,352.91,6.58,3.43,35.17,93.87,84.12,1.41,1097.07,0.44,14.73,5.98,4.12,0,1,0,0,1,1,1
Creamy Tuna With Tarragon And Egg Noodles,0,0,0,0,"bell pepper,butter,chicken stock,dijon mustard,extra virgin olive oil,flour,half n half,onion,peas,salt,tarragon,water-packed tuna,wide egg noodles",0,0,0,0,33.0,18.28,28.01,53.71,596.06,18.6,2.49,80.28,96.4,115.69,2.99,556.9,0.43,9.04,6.85,0.0,0,0,0,0,1,1,1
Cod With Parma Ham & Asparagus,0,0,1,0,"asparagus,bouillon cube,butter,cod fish,cornstarch,dried parsley,fresh dill,lime,olive oil,prosciutto,Salt & Pepper,sugar,water",0,0,0,0,27.0,47.91,46.03,6.06,539.36,27.28,4.02,8.08,119.83,187.36,1.96,833.03,0.21,2.38,1.66,0.0,1,1,0,1,1,1,1
Yellowfin Tuna with Scallions and Ginger,0,0,1,0,"balsamic vinegar,ginger,ketchup,olive oil,salt and pepper,scallions,soy sauce,unsalted butter,yellowfin tuna",0,0,0,0,44.0,57.85,31.23,10.92,310.32,10.49,2.01,8.25,78.0,70.1,0.94,820.3,0.14,4.23,1.72,0.0,1,1,0,1,1,1,1
Sauteed Flounder With Orange-shallot Sauce,0,0,0,0,"butter,dijon mustard,dry white wine,flour,fresh parsley,haddock fillets,olive oil,orange juice,bell pepper,salt,shallot",0,0,0,0,7.0,27.67,19.46,52.87,53.25,1.07,1.33,6.57,14.06,8.88,0.26,80.59,0.02,3.88,1.64,0.41,0,1,0,0,1,1,1
Seared Tuna with Spinach and Root Vegetables,0,0,1,0,"ahi tuna steak,baby spinach,canola oil,carrot,flat-leaf parsley,garlic clove,low sodium soy sauce,mirin,onion,parsnip,salt and pepper,unsalted butter,water,whole black pepper",0,1,0,0,55.0,36.72,45.59,17.69,310.08,15.73,3.85,13.74,101.5,50.62,1.2,378.02,0.22,4.53,3.53,0.43,1,1,0,1,1,1,1
Salmon With Waffle Glaze,0,0,1,0,"brown sugar,butter,fish,bbq sauce,juice of lime,lime zest,salmon fillets,salt and pepper,soy sauce",0,0,1,0,2.0,27.73,45.56,26.71,90.29,4.73,0.16,6.23,13.23,23.72,0.24,495.23,0.09,3.85,0.0,0.0,0,1,0,0,1,1,1
Crispy Skin Salmon,0,0,1,0,"dijon mustard,kosher salt,lemon juice,lemon zest,salmon fillet,tarragon leaves,unsalted butter",0,0,1,0,25.0,34.57,62.87,2.56,406.23,28.19,0.51,2.58,63.72,138.7,1.27,301.62,0.46,0.26,0.47,0.0,1,1,1,1,0,1,1
Sautéed Tilapia with Lemon-Peppercorn Pan Sauce,0,0,0,0,"black pepper,brine,butter,butter,fat-free less-sodium chicken broth,flour,lemon juice,salt,sole,vegetable oil",0,0,0,0,8.0,36.46,41.22,22.32,257.7,11.75,1.38,14.31,37.32,92.67,0.7,1305.53,0.08,0.94,0.58,0.0,1,1,0,1,1,1,1
Salmon With Dijon Dill Sauce,0,0,1,0,"cucumber,dijon mustard,fresh dill,kosher salt,olive oil,salmon fillets,shallot,unsalted butter,white wine",0,0,0,0,2.0,38.38,57.55,4.07,77.69,4.62,0.16,0.73,12.96,23.23,0.26,218.29,0.1,0.37,0.0,0.62,1,1,1,1,0,1,1
Salmon Chowder With Tarragon,0,0,1,0,"bay leaf,celery,heavy cream,onion,parsley,salmon,salt,salt and pepper,salt pork,sauvignon blanc,tarragon,unsalted butter,water,whole milk,yukon gold",0,0,0,0,44.0,36.83,54.06,9.11,732.28,42.24,0.44,16.01,120.42,220.38,2.73,1177.48,1.11,5.71,2.19,2.48,1,1,1,1,0,1,1
Salmon with Red Wine-Balsamic Sauce,0,0,1,0,"balsamic vinegar,dry red wine,heavy cream,olive oil,pepper,salmon fillets,salt and pepper,shallot,thyme,unsalted butter",0,0,0,0,17.0,30.28,63.28,6.44,548.68,31.93,1.41,7.32,54.19,133.93,1.16,277.65,0.44,2.89,0.3,12.6,1,1,1,1,0,1,1
Salmon with Shiitake and Red Wine Sauce,0,0,1,0,"beef stock,dry red wine,onion,salmon fillets,salt and pepper,shiitake mushrooms,thyme sprigs,unsalted butter,wild rice",0,0,0,0,36.0,30.12,39.63,30.25,670.31,25.89,0.76,44.47,149.42,131.18,4.42,518.64,0.81,5.55,5.2,12.6,0,1,0,0,1,1,1
DiSpirito's Seared Salmon with Onions and Rhubarb,0,0,1,0,"chicken stock,fava beans,lemon juice,onions,palm sugar,rhubarb,salmon fillets,salt and pepper,sherry,thyme,unsalted butter,vegetable oil",0,0,0,0,35.0,26.49,45.45,28.06,737.23,34.35,0.99,47.7,127.12,117.03,2.65,349.3,0.8,15.39,9.11,9.27,0,0,0,0,1,1,1
Tuna Melt For Two,0,0,0,0,"fat free mayonnaise,green onions,ground pepper,multi grain bread,red bell pepper,reduced fat shredded cheddar cheese,water-packed tuna",0,0,0,0,47.0,48.08,15.59,36.33,176.24,3.07,0.76,16.08,46.65,29.74,1.35,486.51,0.16,4.14,2.9,0.0,0,1,0,0,1,1,1
Salmon with Salsify and Celery Root Puree,0,0,1,0,"bacon,beef stock,black peppercorns,butter,celery root,coarse salt,dry savory,fresh thyme,garlic,olive oil,port,sage leaves,salmon fillets,shallots,syrah wine,salsify",0,0,0,0,26.0,29.32,65.64,5.04,646.99,42.55,1.52,7.36,67.96,134.42,1.96,831.92,0.96,2.26,0.56,8.05,1,1,1,1,0,1,1
Summer tray-baked salmon,0,0,1,0,"basil,bell pepper,fennel,fresh peas,green beans,lemons,mat beans,new potatoes,olive oil,runner beans,salmon,sea salt,unsalted butter",0,1,0,0,70.0,25.0,46.14,28.86,647.03,33.65,3.75,47.36,124.4,115.0,2.25,288.99,0.73,8.9,9.56,0.0,0,0,0,0,1,1,1
The Secret is in the Sauce,0,0,0,0,"breadcrumbs,capers,halibut,halibut,lemon juice,mayonnaise,olive oil,olive oil,parsley,parsley,bell pepper,scallion,sea-salt,sweet butter,tartar sauce,mix together",0,1,0,1,58.0,29.58,62.34,8.08,768.74,52.35,5.5,15.26,83.41,165.14,1.54,917.14,0.14,5.17,2.42,0.0,1,1,1,1,0,1,1
Big City Salmon with Martini Sauce,0,0,1,0,"butter,dry vermouth,fresh parsley,gin,heavy cream,bbq sauce,juniper berries,lemon juice,olive oil,peppercorns,pimento stuffed olives,salmon fillets,salt and pepper,shallot",0,0,0,0,28.0,35.0,60.5,4.5,442.68,26.55,1.52,4.44,56.52,119.31,1.21,398.97,0.46,1.0,0.74,6.44,1,1,1,1,0,1,1
Pistachio-crusted Petrale Sole With Grapefruit-avocado Salad,0,0,0,0,"avocado,breadcrumbs,butter,fish,grapefruit,honey,kosher salt,red leaf lettuce,salad mix,sole,unsalted pistachios,walnut oil,white wine vinegar",0,0,0,0,45.0,18.71,58.29,23.0,593.01,39.79,3.4,35.33,100.69,88.61,1.92,824.21,0.53,11.73,9.67,0.0,0,0,1,0,0,1,1
Crispy Baked Cod,0,0,0,0,"bread crumbs,cod,dijon mustard,fresh parsley,garlic,lemon zest,low fat mayonnaise,salt,unsalted butter",0,0,0,0,14.0,52.13,30.67,17.2,255.83,8.48,1.37,10.7,63.52,88.71,1.03,455.1,0.09,1.04,0.87,0.0,1,1,0,1,1,1,1
Smoked Haddock Chowder,0,0,1,0,"butter,haddock,leeks,milk,onion,parsley,potatoes,prawns,tomato concentrate",0,0,0,0,30.0,38.8,24.38,36.82,271.32,7.38,1.4,25.09,78.88,146.42,1.73,527.79,0.65,5.98,4.1,0.0,0,1,0,0,1,1,1
Ahi Tuna With Kale,1,0,1,0,"butter,dry white wine,fresh ginger,garlic,garlic,grainy mustard,honey,olive oil,sea-salt,shallots,white wine vinegar",0,0,0,0,1.0,0.88,88.59,10.53,444.19,38.34,5.26,10.26,16.39,5.09,0.24,204.21,0.03,6.91,0.53,8.24,1,0,1,1,0,1,1
Hooked On Halibut,0,0,1,1,"bell pepper,dairy free margarine,halibut steaks,lemon juice,onion,paprika,salt",0,1,0,0,60.0,64.32,27.23,8.45,516.58,15.12,6.81,10.56,114.05,208.37,1.84,1547.84,0.14,5.77,2.67,0.0,1,1,0,1,1,1,1
Oven-Fried Catfish,0,0,0,0,"corn flakes cereal,creole seasoning,farm raised catfish fillets,fat-free mayonnaise,hot sauce,lemon juice,lemon wedges,salt",0,0,0,0,1.0,23.53,23.16,53.31,42.28,1.18,0.26,6.09,6.34,8.45,0.0,139.72,0.02,1.62,0.87,0.0,0,0,0,0,1,1,1
Salmon With Green Goddess Sauce,0,0,1,0,"anchovy paste,butter,fresh basil leaves,garlic,lemon juice,mayonnaise,salmon,salt and pepper,scallions,shallots,sour cream,white wine",0,0,0,1,31.0,18.63,75.99,5.38,856.3,68.53,2.51,10.93,78.72,160.22,1.81,826.38,0.53,6.11,1.59,6.18,1,0,1,1,0,1,1
Smoked Haddock With Puy Lentils,0,0,1,0,"butter,capers,garlic clove,lemon,lentils,parsley,smoked haddock",0,0,0,0,7.0,3.93,82.21,13.86,211.32,20.72,0.92,7.86,22.01,54.52,0.42,322.52,0.09,1.65,2.77,0.0,1,0,1,1,0,1,1
Crispy Halibut With Lemony Basil Sauce,0,0,0,0,"basil leaves,canned coconut milk,canola oil,halibut steaks,juice of lemon,milk,panko bread crumbs,roma tomatoes,Salt & Pepper,shallot,unsalted butter,white wine,zucchini",0,0,0,0,6.0,11.83,64.03,24.14,308.88,21.32,0.71,18.07,55.46,32.28,1.07,131.34,0.25,6.95,3.06,3.09,0,0,1,0,0,1,1
Evening Star Salmon In A Sauce Of Scotch And Shiitake,0,0,0,0,"butter,ground coriander,heavy cream,honey,lemon juice,parsley,salmon,salt and pepper,scotch,shallots,shiitake mushrooms",0,0,0,0,28.0,22.91,64.46,12.63,728.95,47.67,1.07,21.02,82.19,212.64,2.53,429.59,0.62,12.61,3.52,10.62,1,0,1,1,0,1,1
Roast Monkfish in Sake Broth,0,0,1,0,"fish,fresh ginger,fresh ginger,garlic cloves,miso,monkfish,peppercorns,sake,salt and pepper,scallion,shiitake mushroom caps,soy sauce,turnips,unsalted butter,vegetable oil,water",0,0,0,0,18.0,43.84,37.32,18.84,363.72,13.84,0.6,15.72,79.85,71.31,1.78,656.52,0.31,5.8,4.09,4.83,1,1,0,1,1,1,1
Crispy Pan-Fried Sole,0,0,0,0,"bread crumbs,eggs,fresh thyme,lemon sole,olive oil,pepper,salt,unsalted butter",0,0,0,0,14.0,35.81,48.64,15.55,392.17,20.84,2.91,14.99,54.09,222.57,1.4,1006.13,0.12,1.37,1.01,0.0,1,1,0,1,1,1,1
Quick-Cured Sake Salmon with Quinoa,0,0,1,0,"butter,carrot,chili paste,fresh parsley,garlic cloves,kosher salt,olive oil,onion,orange juice,quinoa,red bell pepper,sake,salmon fillet,salt,sugar,water",0,0,0,0,31.0,30.02,28.3,41.68,501.52,12.47,1.71,41.32,132.19,65.06,2.22,806.07,0.59,6.64,4.11,14.49,0,1,0,0,1,1,1
Basil-Steamed Halibut with Lemon Crème Sauce,0,0,1,0,"black pepper,carrots,crème fraîche,egg yolk,fish,fresh basil leaves,garlic clove,halibut fillets,lemon juice,onion,sea salt,unsalted butter,water",0,0,0,0,47.0,64.49,29.05,6.46,424.34,13.54,2.28,6.77,100.83,233.27,1.55,544.03,0.27,3.15,1.49,0.0,1,1,0,1,1,1,1
Lemon Sole With Flageolet Beans,0,0,1,0,"butter,lemon,lemon sole,mat beans,olive oil,parsley,plum tomatoes,red onion",0,1,0,0,68.0,63.57,33.76,2.67,1459.57,53.16,14.07,9.47,344.17,820.75,6.07,5374.67,0.43,4.35,2.59,0.0,1,1,0,1,1,1,1
Cook the Book: Quick-Cured Salmon,0,0,0,0,"butter,celery leaves,dill,olive oil,pumpernickel,salmon filet,scallions,sea-salt",0,0,0,0,15.0,28.22,70.6,1.18,325.2,25.29,2.16,0.94,34.9,73.12,0.77,286.94,0.29,0.15,0.0,0.0,1,1,1,1,0,1,1
Pan Sauteed Tilapia With Lemon And Jalapeno,0,0,1,0,"canola oil,jalapeno pepper,lemon,salt,tilapia,unsalted butter,white wine",0,0,1,0,53.0,36.28,33.2,30.52,734.19,30.97,5.0,64.05,152.61,231.06,1.61,194.56,0.53,18.52,19.71,0.0,0,1,0,0,1,1,1
Salmon Chowder,0,0,0,0,"black pepper,butter,canned salmon,carrots,celery,chicken broth,corn kernels,dried dillweed,flour,garlic,green bell pepper,milk,onion,potato,salt",0,0,0,0,37.0,32.51,36.93,30.56,372.59,15.68,1.83,29.2,72.97,109.61,2.03,1531.4,0.44,10.14,3.81,0.0,0,1,0,0,1,1,1
Petrale Sole with Lemon-Shallot Brussels Sprouts,0,0,0,0,"all purpose flour,brussels sprouts,coarse kosher salt,ground pepper,olive oil,parsley,shallots,sole,unsalted butter,vegetable broth",0,0,0,0,22.0,22.21,58.86,18.93,458.19,30.39,5.01,22.0,55.45,91.59,1.04,2159.57,0.13,3.22,3.9,0.0,1,0,1,1,0,1,1
Sauteed Halibut with Pecan Shallot Topping,0,0,1,0,"fresh flat-leaf parsley,halibut fillet,lemon wedges,lemon zest,olive oil,pecans,shallot,unsalted butter",0,0,0,0,33.0,34.58,55.9,9.52,389.85,24.45,2.82,9.37,66.36,87.11,1.45,122.33,0.25,3.96,2.84,0.0,1,1,1,1,0,1,1
Pan-fried Trout With Polenta-spice Crust,0,0,1,0,"black peppercorns,coriander seeds,fennel seeds,kosher salt,lemon wedges,olive oil,polenta,trout filet,unsalted butter",0,1,1,0,83.0,40.77,53.76,5.47,957.59,56.38,3.29,12.91,124.08,293.61,3.27,2566.58,0.96,0.13,2.85,0.0,1,1,1,1,0,1,1
Tempura Sardines with Tonnatto Sauce,0,0,0,0,"baking powder,black pepper,butter,chicken stock,cornstarch,egg,fish,flour,fresh sardines,garlic,heavy cream,milk,oregano,rice wine vinegar,salt,salt,soda water,squash,vegetable oil,zucchini",0,0,0,0,29.0,14.57,73.93,11.5,1317.43,110.3,3.87,38.59,91.35,318.38,3.54,2211.12,0.28,11.57,2.0,0.0,1,0,1,1,0,1,1
